"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.806328280E-1,-8.875865340E-1,1.328019977E0,1.195920467E0,1.995412909E0
6.828528800E-1,-8.985821009E-1,1.314581037E0,1.186146736E0,1.985577290E0
6.850584010E-1,-9.095776677E-1,1.304807186E0,1.177594543E0,1.979035683E0
6.872712130E-1,-9.193515182E-1,1.298698545E0,1.164155602E0,1.971568764E0
6.894840260E-1,-9.303470850E-1,1.293811560E0,1.148273110E0,1.964185629E0
6.916967860E-1,-9.401208758E-1,1.295033336E0,1.126281977E0,1.956897977E0
6.939095980E-1,-9.523382187E-1,1.299920201E0,1.103069067E0,1.952818983E0
6.961223590E-1,-9.633337855E-1,1.306028843E0,1.077412724E0,1.947958290E0
6.983351710E-1,-9.731075764E-1,1.318246245E0,1.043204308E0,1.942417758E0
7.005479840E-1,-9.828814268E-1,1.331685185E0,1.010217667E0,1.939067061E0
7.027607440E-1,-9.938769937E-1,1.348789454E0,9.723440409E-1,1.937131230E0
7.049735570E-1,-1.002429128E0,1.369558811E0,9.332486391E-1,1.936881131E0
7.071863170E-1,-1.010981202E0,1.396436930E0,8.892664313E-1,1.939823156E0
7.093991300E-1,-1.017089844E0,1.428201914E0,8.477275968E-1,1.947530368E0
7.116119420E-1,-1.021976829E0,1.453858137E0,8.049670458E-1,1.950925951E0
7.138247550E-1,-1.026863694E0,1.479514480E0,7.646499872E-1,1.956553537E0
7.160375150E-1,-1.030528903E0,1.512501240E0,7.255546451E-1,1.968776108E0
7.182503280E-1,-1.031750560E0,1.549153090E0,6.876810193E-1,1.984260491E0
7.204643380E-1,-1.032972336E0,1.585804939E0,6.498073936E-1,2.001014443E0
7.226759010E-1,-1.032972336E0,1.627343774E0,6.155989766E-1,2.023423264E0
7.248887130E-1,-1.034194112E0,1.673769474E0,5.850557685E-1,2.052645114E0
7.271014730E-1,-1.030528903E0,1.718973517E0,5.508472919E-1,2.078531335E0
7.293142340E-1,-1.024420261E0,1.767842650E0,5.190823674E-1,2.108115512E0
7.315270460E-1,-1.017089844E0,1.820376992E0,4.885390997E-1,2.141708336E0
7.337398590E-1,-1.004872561E0,1.872911453E0,4.592176080E-1,2.174499249E0
7.359526710E-1,-9.902117848E-1,1.926667571E0,4.262309074E-1,2.207768125E0
7.381654320E-1,-9.706641436E-1,1.975536704E0,3.956876695E-1,2.236404007E0
7.403782440E-1,-9.486730099E-1,2.025627613E0,3.639226854E-1,2.266183450E0
7.425910050E-1,-9.242383838E-1,2.068388224E0,3.333794475E-1,2.289888270E0
7.448038170E-1,-9.034690261E-1,2.106261730E0,3.065013885E-1,2.312258173E0
7.470165780E-1,-8.778126836E-1,2.141691923E0,2.832885385E-1,2.331877312E0
7.492293900E-1,-8.509346247E-1,2.174678564E0,2.625191510E-1,2.349943169E0
7.514422030E-1,-8.289434910E-1,2.206443548E0,2.441931963E-1,2.369635153E0
7.536549630E-1,-8.045089245E-1,2.240652084E0,2.270889878E-1,2.391511192E0
7.558677760E-1,-7.812960744E-1,2.272417068E0,2.136499584E-1,2.412457086E0
7.580805880E-1,-7.617483735E-1,2.301738501E0,2.026543915E-1,2.432967224E0
7.602933480E-1,-7.385355234E-1,2.329838276E0,1.928805560E-1,2.451690033E0
7.625061610E-1,-7.153226733E-1,2.351829290E0,1.831067204E-1,2.465018379E0
7.647189730E-1,-6.933315396E-1,2.371376991E0,1.769980639E-1,2.476987237E0
7.669317340E-1,-6.713404059E-1,2.388481379E0,1.733328849E-1,2.487083739E0
7.691445460E-1,-6.505709887E-1,2.401920319E0,1.672242284E-1,2.494078541E0
7.713573590E-1,-6.298015714E-1,2.411694050E0,1.647807807E-1,2.498013394E0
7.735701190E-1,-6.090322137E-1,2.420246363E0,1.635590494E-1,2.501052630E0
7.757829320E-1,-5.882627964E-1,2.427576542E0,1.623373181E-1,2.503104950E0
7.779956920E-1,-5.674933791E-1,2.433685303E0,1.598938555E-1,2.504084450E0
7.802085050E-1,-5.503891706E-1,2.441015720E0,1.586721241E-1,2.507321844E0
7.824213170E-1,-5.332849622E-1,2.445902586E0,1.537852138E-1,2.508083372E0
7.846340780E-1,-5.161807537E-1,2.448346138E0,1.513417512E-1,2.506740056E0
7.868468900E-1,-5.039634705E-1,2.448346138E0,1.476765573E-1,2.504034017E0
7.890596510E-1,-4.941896200E-1,2.444680929E0,1.440113783E-1,2.498284912E0
7.912724630E-1,-4.905244112E-1,2.442237377E0,1.366809905E-1,2.494758365E0
7.934852760E-1,-4.880809486E-1,2.441015720E0,1.330158114E-1,2.492884668E0
7.956980880E-1,-4.905244112E-1,2.437350512E0,1.293506175E-1,2.489582956E0
7.979108480E-1,-4.978547990E-1,2.433685303E0,1.256854236E-1,2.487263633E0
8.001236610E-1,-5.051851869E-1,2.431241751E0,1.195767820E-1,2.486050508E0
8.023364730E-1,-5.137372613E-1,2.423911333E0,1.171333194E-1,2.480522594E0
8.045492340E-1,-5.259546041E-1,2.415359259E0,1.134681329E-1,2.474563317E0
8.067619940E-1,-5.393936038E-1,2.405585527E0,1.098029464E-1,2.467760903E0
8.089748070E-1,-5.503891706E-1,2.397033453E0,1.036942974E-1,2.461595036E0
8.111876190E-1,-5.626064539E-1,2.388481379E0,9.636391699E-2,2.455739262E0
8.134003800E-1,-5.748237371E-1,2.382372618E0,9.147699922E-2,2.452445649E0
8.156131920E-1,-5.858193040E-1,2.377485752E0,8.414662629E-2,2.450041513E0
8.178260050E-1,-5.955931544E-1,2.377485752E0,7.315105945E-2,2.452044205E0
8.200387650E-1,-6.041452885E-1,2.381150961E0,6.337722391E-2,2.457414922E0
8.222515780E-1,-6.126973629E-1,2.386037827E0,5.115992576E-2,2.463978877E0
8.244643900E-1,-6.175842881E-1,2.392146587E0,3.894263133E-2,2.470888945E0
8.266771510E-1,-6.236929297E-1,2.398255110E0,2.550360374E-2,2.478158767E0
8.288899630E-1,-6.273581386E-1,2.405585527E0,9.621120058E-3,2.486063662E0
8.311027760E-1,-6.334667802E-1,2.412915945E0,-5.039634649E-3,2.494688140E0
8.333155360E-1,-6.371319890E-1,2.417802811E0,-2.092211880E-2,2.500429031E0
8.355283480E-1,-6.383537054E-1,2.422689676E0,-4.169152305E-2,2.505725225E0
8.377411090E-1,-6.420188546E-1,2.428798437E0,-5.879573524E-2,2.512908076E0
8.399539210E-1,-6.420188546E-1,2.433685303E0,-7.956513762E-2,2.518202330E0
8.421667340E-1,-6.407971382E-1,2.439793825E0,-1.039997265E-1,2.524684302E0
8.443795460E-1,-6.359102130E-1,2.445902586E0,-1.259908676E-1,2.530354710E0
8.465923070E-1,-6.310232878E-1,2.453233004E0,-1.528689116E-1,2.537698064E0
8.488051190E-1,-6.236929297E-1,2.461785078E0,-1.809686869E-1,2.546002417E0
8.510178800E-1,-6.139190793E-1,2.466671944E0,-2.127336562E-1,2.550808249E0
8.532306920E-1,-6.041452885E-1,2.472780704E0,-2.432768941E-1,2.557111572E0
8.554434530E-1,-5.931497216E-1,2.482554436E0,-2.774853408E-1,2.567469812E0
8.576562650E-1,-5.797106624E-1,2.492328405E0,-3.141372204E-1,2.578070504E0
8.598690780E-1,-5.662716627E-1,2.504545689E0,-3.507890999E-1,2.591614496E0
8.620818380E-1,-5.540543795E-1,2.516762972E0,-3.874409795E-1,2.605989759E0
8.642946510E-1,-5.357283950E-1,2.532645464E0,-4.240928590E-1,2.623195134E0
8.665074110E-1,-5.198459029E-1,2.546084404E0,-4.583013058E-1,2.638716666E0
8.687202230E-1,-5.039634705E-1,2.555858135E0,-4.949531853E-1,2.651672801E0
8.709329840E-1,-4.856374860E-1,2.568075418E0,-5.254964232E-1,2.665896025E0
8.731457960E-1,-4.697550237E-1,2.577849388E0,-5.548179150E-1,2.678395073E0
8.753586090E-1,-4.526508152E-1,2.588845015E0,-5.804742575E-1,2.691460874E0
8.775714210E-1,-4.355465770E-1,2.597397089E0,-6.036871076E-1,2.701964208E0
8.797841820E-1,-4.184423685E-1,2.604727507E0,-6.244565248E-1,2.711022934E0
8.819969940E-1,-4.050033391E-1,2.609614372E0,-6.415607333E-1,2.717667208E0
8.842097550E-1,-3.891208768E-1,2.614501238E0,-6.574432254E-1,2.723832479E0
8.864225670E-1,-3.756818473E-1,2.615722895E0,-6.708822250E-1,2.726394335E0
8.886353800E-1,-3.634645343E-1,2.613279581E0,-6.818777919E-1,2.725122742E0
8.908481400E-1,-3.488037884E-1,2.610836029E0,-6.904299259E-1,2.723017138E0
8.930609530E-1,-3.402516842E-1,2.604727507E0,-6.977602839E-1,2.717948860E0
8.952737650E-1,-3.304778337E-1,2.596175194E0,-7.026472092E-1,2.709807066E0
8.974865260E-1,-3.231474757E-1,2.581514597E0,-7.038689256E-1,2.695194496E0
8.996993380E-1,-3.158170879E-1,2.561966896E0,-7.063124180E-1,2.676245886E0
9.019120980E-1,-3.109301627E-1,2.532645464E0,-7.075341344E-1,2.647937908E0
9.041249110E-1,-3.035998046E-1,2.499658585E0,-7.026472092E-1,2.614226268E0
9.063376710E-1,-2.999345958E-1,2.465450287E0,-6.965385675E-1,2.579451852E0
9.085504840E-1,-2.950477004E-1,2.428798437E0,-6.892082095E-1,2.541873905E0
9.107677230E-1,-2.913824916E-1,2.388481379E0,-6.806560755E-1,2.500607875E0
9.129761090E-1,-2.877173126E-1,2.349385977E0,-6.696605086E-1,2.459845710E0
9.151888690E-1,-2.816086709E-1,2.315177441E0,-6.598866582E-1,2.423798760E0
9.174016820E-1,-2.767217457E-1,2.283412457E0,-6.513345838E-1,2.390561464E0
9.196144420E-1,-2.706131041E-1,2.252869368E0,-6.440041661E-1,2.358684635E0
9.218272550E-1,-2.632827163E-1,2.223547697E0,-6.378955245E-1,2.328173716E0
9.240400670E-1,-2.596175373E-1,2.194226265E0,-6.330085993E-1,2.298419034E0
9.262528280E-1,-2.535088956E-1,2.163682938E0,-6.317868829E-1,2.268247182E0
9.284791300E-1,-2.510654330E-1,2.133139849E0,-6.293434501E-1,2.238167251E0
9.306784010E-1,-2.461785078E-1,2.105040073E0,-6.354520917E-1,2.212599586E0
9.328912130E-1,-2.461785078E-1,2.078161955E0,-6.427824497E-1,2.189184836E0
9.351040260E-1,-2.474002391E-1,2.052505732E0,-6.476693749E-1,2.166440000E0
9.373167860E-1,-2.486219704E-1,2.026849270E0,-6.598866582E-1,2.146015202E0
9.395295980E-1,-2.510654330E-1,2.006079912E0,-6.733257174E-1,2.130905438E0
9.417423590E-1,-2.559523284E-1,1.990197420E0,-6.904299259E-1,2.122048738E0
9.439551710E-1,-2.620609999E-1,1.975536704E0,-7.111993432E-1,2.115945591E0
9.461679840E-1,-2.693913579E-1,1.968206286E0,-7.344121933E-1,2.117963399E0
9.483807440E-1,-2.755000293E-1,1.964541078E0,-7.612902522E-1,2.124825819E0
9.505935570E-1,-2.803869247E-1,1.962097645E0,-7.869465351E-1,2.132540467E0
9.528063170E-1,-2.864955962E-1,1.959654212E0,-8.138245940E-1,2.141176038E0
9.550191300E-1,-2.901607752E-1,1.960875988E0,-8.407026529E-1,2.153139305E0
9.572319420E-1,-2.962694168E-1,1.964541078E0,-8.651372194E-1,2.166947074E0
9.594447550E-1,-3.011563420E-1,1.971871495E0,-8.883501291E-1,2.183606716E0
9.616575150E-1,-3.048215210E-1,1.986532211E0,-9.103412628E-1,2.206342585E0
9.638702760E-1,-3.109301627E-1,2.001193047E0,-9.311106205E-1,2.228994877E0
9.660830880E-1,-3.194822669E-1,2.012188673E0,-9.518800378E-1,2.248788069E0
9.682959010E-1,-3.243691921E-1,2.021962404E0,-9.714277387E-1,2.266543445E0
9.705086610E-1,-3.304778337E-1,2.028071165E0,-9.946405888E-1,2.282892496E0
9.727214730E-1,-3.365865052E-1,2.035401344E0,-1.017853379E0,2.300472693E0
9.749342860E-1,-3.402516842E-1,2.046396971E0,-1.042288065E0,2.321610687E0
9.771470460E-1,-3.451386094E-1,2.057392597E0,-1.069166064E0,2.344163184E0
9.793598590E-1,-3.463603258E-1,2.065944672E0,-1.097265840E0,2.364759012E0
9.815726190E-1,-3.512472510E-1,2.072053432E0,-1.126587391E0,2.384529138E0
9.837854320E-1,-3.561341763E-1,2.073275089E0,-1.155908823E0,2.400297139E0
9.859981920E-1,-3.597993553E-1,2.070831537E0,-1.188895583E0,2.414802588E0
9.882110050E-1,-3.695732057E-1,2.072053432E0,-1.220660567E0,2.433105424E0
9.904238170E-1,-3.793470263E-1,2.075718403E0,-1.251203775E0,2.453165698E0
9.926366300E-1,-3.891208768E-1,2.085492373E0,-1.285412192E0,2.480519703E0
9.948493900E-1,-4.050033391E-1,2.097709656E0,-1.320842385E0,2.511779869E0
9.970621510E-1,-4.208858311E-1,2.111148596E0,-1.353829026E0,2.543019133E0
9.992749630E-1,-4.392117858E-1,2.124587774E0,-1.388037443E0,2.575544243E0
1.001487776E0,-4.587594569E-1,2.138026714E0,-1.424689412E0,2.609857926E0
1.003700588E0,-4.795288444E-1,2.150243998E0,-1.455232620E0,2.640302850E0
1.005913401E0,-5.027416945E-1,2.161239624E0,-1.488219261E0,2.671797615E0
1.008126161E0,-5.235111117E-1,2.172235250E0,-1.519984245E0,2.702410401E0
1.010338921E0,-5.442805290E-1,2.180787325E0,-1.552971005E0,2.731994435E0
1.012551734E0,-5.638281703E-1,2.190561056E0,-1.581070781E0,2.759754475E0
1.014764546E0,-5.809323788E-1,2.204000235E0,-1.612835765E0,2.792192448E0
1.016977307E0,-5.980366468E-1,2.212552309E0,-1.642157197E0,2.819524040E0
1.019190119E0,-6.114756465E-1,2.224769592E0,-1.670256972E0,2.848378584E0
1.021402880E0,-6.236929297E-1,2.230878115E0,-1.699578524E0,2.873043193E0
1.023615692E0,-6.346884966E-1,2.236986876E0,-1.726456642E0,2.896134028E0
1.025828453E0,-6.432406306E-1,2.240652084E0,-1.754556417E0,2.917661477E0
1.028041265E0,-6.517927051E-1,2.244317293E0,-1.782656193E0,2.939329336E0
1.030254078E0,-6.554579139E-1,2.246760607E0,-1.815642834E0,2.962113637E0
1.032468140E0,-6.627882719E-1,2.251647472E0,-1.846186042E0,2.986236349E0
1.034679651E0,-6.652317643E-1,2.257756233E0,-1.877951026E0,3.011095575E0
1.036892463E0,-6.676751971E-1,2.262643099E0,-1.910937786E0,3.035955728E0
1.039105223E0,-6.688969135E-1,2.265086651E0,-1.942702770E0,3.058126006E0
1.041318036E0,-6.652317643E-1,2.269973516E0,-1.976911187E0,3.082773249E0
1.043530796E0,-6.664534807E-1,2.271195173E0,-2.009897947E0,3.105185585E0
1.045743609E0,-6.640099883E-1,2.272417068E0,-2.039219379E0,3.124612660E0
1.047956421E0,-6.615665555E-1,2.274860382E0,-2.068540812E0,3.145078879E0
1.050176734E0,-6.615665555E-1,2.274860382E0,-2.094197273E0,3.162012379E0
1.052381994E0,-6.591231227E-1,2.274860382E0,-2.122297049E0,3.180185185E0
1.054594807E0,-6.554579139E-1,2.276082277E0,-2.145509720E0,3.195839102E0
1.056807567E0,-6.505709887E-1,2.280969143E0,-2.167500973E0,3.213117382E0
1.059020380E0,-6.469057798E-1,2.285856009E0,-2.193157196E0,3.233197066E0
1.061233140E0,-6.420188546E-1,2.291964769E0,-2.215148449E0,3.251487869E0
1.063445953E0,-6.371319890E-1,2.298073292E0,-2.238361359E0,3.270678767E0
1.065658765E0,-6.310232878E-1,2.306625366E0,-2.265239239E0,3.293936821E0
1.067871526E0,-6.236929297E-1,2.316399336E0,-2.289673805E0,3.316218462E0
1.070084338E0,-6.188060045E-1,2.323729515E0,-2.317773581E0,3.339867378E0
1.072297151E0,-6.114756465E-1,2.332281828E0,-2.343430042E0,3.362306553E0
1.074509911E0,-6.029235125E-1,2.337168694E0,-2.369086266E0,3.382076876E0
1.076722723E0,-5.955931544E-1,2.342055559E0,-2.395964384E0,3.403028178E0
1.078935536E0,-5.833758712E-1,2.345720768E0,-2.424064159E0,3.423276264E0
1.081148296E0,-5.723803043E-1,2.350607634E0,-2.448498726E0,3.442110032E0
1.083361057E0,-5.613847375E-1,2.356716394E0,-2.471711636E0,3.461014793E0
1.085573869E0,-5.455022454E-1,2.366490126E0,-2.493702650E0,3.480862123E0
1.087786682E0,-5.283980370E-1,2.378707409E0,-2.507141829E0,3.496171273E0
1.089999494E0,-5.064069033E-1,2.387259483E0,-2.514472246E0,3.504001494E0
1.092212255E0,-4.844157696E-1,2.393368244E0,-2.518137455E0,3.507689615E0
1.094425067E0,-4.575377107E-1,2.393368244E0,-2.512028694E0,3.499691482E0
1.096637828E0,-4.282162189E-1,2.397033453E0,-2.499811411E0,3.489727152E0
1.098850640E0,-3.964512348E-1,2.397033453E0,-2.485150576E0,3.475473542E0
1.101063401E0,-3.622428179E-1,2.397033453E0,-2.466824770E0,3.458643329E0
1.103276213E0,-3.292561173E-1,2.398255110E0,-2.448498726E0,3.443135660E0
1.105489026E0,-2.950477004E-1,2.397033453E0,-2.425285816E0,3.422693941E0
1.107701786E0,-2.620609999E-1,2.388481379E0,-2.400851250E0,3.396705166E0
1.109914598E0,-2.302960157E-1,2.373820543E0,-2.380081892E0,3.369399062E0
1.112127411E0,-2.021962404E-1,2.354272842E0,-2.356868982E0,3.337411472E0
1.114340171E0,-1.728747338E-1,2.327394724E0,-2.336099625E0,3.302122549E0
1.116552984E0,-1.459966749E-1,2.294408083E0,-2.317773581E0,3.264612971E0
1.118765744E0,-1.240055487E-1,2.257756233E0,-2.301891088E0,3.226692295E0
1.120978557E0,-1.044578776E-1,2.219882727E0,-2.288452148E0,3.189953605E0
1.123191369E0,-8.613193035E-2,2.179565430E0,-2.273791313E0,3.150881005E0
1.125404130E0,-6.902772188E-2,2.139248371E0,-2.266461134E0,3.117369803E0
1.127616890E0,-5.558869615E-2,2.101374865E0,-2.264017582E0,3.089440408E0
1.129829703E0,-4.337139800E-2,2.063501120E0,-2.265239239E0,3.064510851E0
1.132042515E0,-3.237583488E-2,2.023184061E0,-2.270126343E0,3.041018834E0
1.134255276E0,-2.015853859E-2,1.986532211E0,-2.279900074E0,3.024014044E0
1.136468088E0,-1.038470119E-2,1.949880362E0,-2.298226118E0,3.013964923E0
1.138680901E0,6.108647794E-4,1.909563303E0,-2.322660685E0,3.006856338E0
1.140893661E0,1.038470119E-2,1.869246244E0,-2.350760460E0,3.003375452E0
1.143106473E0,2.138026804E-2,1.827707410E0,-2.380081892E0,3.000960064E0
1.145319286E0,3.237583488E-2,1.784946918E0,-2.413068533E0,3.001663446E0
1.147532046E0,4.337139800E-2,1.745851517E0,-2.448498726E0,3.007494739E0
1.149744859E0,5.558869615E-2,1.706756234E0,-2.482707262E0,3.013294260E0
1.151957671E0,6.780599058E-2,1.671326041E0,-2.515693903E0,3.021033631E0
1.154170432E0,8.002328873E-2,1.638339281E0,-2.549902201E0,3.031923574E0
1.156383192E0,9.468404204E-2,1.602909207E0,-2.581667185E0,3.040277693E0
1.158596005E0,1.093447953E-1,1.569922447E0,-2.614654064E0,3.051725520E0
1.160808817E0,1.240055487E-1,1.536935806E0,-2.646419048E0,3.062855339E0
1.163021578E0,1.423314959E-1,1.505170822E0,-2.675740480E0,3.073334440E0
1.165234390E0,1.569922417E-1,1.478292823E0,-2.707505465E0,3.088783268E0
1.167447203E0,1.765399277E-1,1.456301689E0,-2.736826897E0,3.105189595E0
1.169659963E0,1.936441362E-1,1.435532212E0,-2.764926672E0,3.121389160E0
1.171872776E0,2.131918073E-1,1.415984511E0,-2.793026447E0,3.138703493E0
1.174085536E0,2.315177470E-1,1.393993378E0,-2.821126223E0,3.155245025E0
1.176298348E0,2.522871494E-1,1.375667453E0,-2.843117476E0,3.168505440E0
1.178511109E0,2.706131041E-1,1.353676319E0,-2.865108490E0,3.180332952E0
1.180723921E0,2.901607752E-1,1.336572170E0,-2.883434534E0,3.191365406E0
1.182936734E0,3.084867001E-1,1.321911335E0,-2.898095131E0,3.200245148E0
1.185149546E0,3.255909383E-1,1.310915828E0,-2.911534309E0,3.209601502E0
1.187362307E0,3.426951468E-1,1.304807186E0,-2.924973249E0,3.221091471E0
1.189575067E0,3.597993553E-1,1.303585410E0,-2.939634085E0,3.235774876E0
1.191787880E0,3.756818473E-1,1.312137604E0,-2.951851368E0,3.252117532E0
1.194000692E0,3.903425932E-1,1.320689678E0,-2.968955517E0,3.272810020E0
1.196213453E0,4.050033391E-1,1.324354887E0,-2.986059666E0,3.291579545E0
1.198426265E0,4.208858311E-1,1.325576544E0,-3.004385710E0,3.310684453E0
1.200639078E0,4.355465770E-1,1.317024469E0,-3.021489859E0,3.324703782E0
1.202851838E0,4.453204274E-1,1.306028843E0,-3.033707142E0,3.332776717E0
1.205064651E0,4.563159943E-1,1.293811560E0,-3.043481112E0,3.338405295E0
1.207277411E0,4.636463821E-1,1.281594276E0,-3.049589634E0,3.340276754E0
1.209490223E0,4.660898149E-1,1.270598769E0,-3.052033186E0,3.338647558E0
1.211703036E0,4.673115611E-1,1.263268352E0,-3.044702768E0,3.329330559E0
1.213915796E0,4.673115611E-1,1.260824919E0,-3.033707142E0,3.318348775E0
1.216128609E0,4.648680985E-1,1.260824919E0,-3.014159441E0,3.300142264E0
1.218341369E0,4.587594569E-1,1.262046576E0,-2.988503218E0,3.276335343E0
1.220554182E0,4.514290690E-1,1.266933560E0,-2.955516577E0,3.247150610E0
1.222774755E0,4.440986812E-1,1.269376993E0,-2.918864727E0,3.213769264E0
1.224979755E0,4.343248606E-1,1.275485635E0,-2.873660564E0,3.173866212E0
1.227192567E0,4.269944727E-1,1.282816052E0,-2.822347879E0,3.129471019E0
1.229405380E0,4.208858311E-1,1.285259485E0,-2.767370224E0,3.080158240E0
1.231618140E0,4.123337269E-1,1.285259485E0,-2.703840256E0,3.022029645E0
1.233830953E0,4.037816226E-1,1.279150844E0,-2.636645079E0,2.958236595E0
1.236043713E0,3.976729810E-1,1.268155336E0,-2.565784693E0,2.889569665E0
1.238256526E0,3.927860558E-1,1.254716277E0,-2.494924545E0,2.820149342E0
1.240473973E0,3.854556680E-1,1.233946800E0,-2.419177294E0,2.742921719E0
1.242682098E0,3.817904890E-1,1.208290577E0,-2.343430042E0,2.664093553E0
1.244894911E0,3.769035637E-1,1.174082160E0,-2.265239239E0,2.579114969E0
1.247107671E0,3.707949221E-1,1.134986758E0,-2.188270330E0,2.492831895E0
1.249320484E0,3.695732057E-1,1.086117625E0,-2.112523079E0,2.403952913E0
1.251533296E0,3.707949221E-1,1.029918075E0,-2.035554171E0,2.311211997E0
1.253746057E0,3.732383847E-1,9.627228975E-1,-1.957363486E0,2.213010187E0
1.255958869E0,3.781253099E-1,8.906408548E-1,-1.885281444E0,2.119081406E0
1.258171630E0,3.854556680E-1,8.124501705E-1,-1.815642834E0,2.026131844E0
1.260384442E0,3.915643096E-1,7.318159938E-1,-1.746004224E0,1.933237701E0
1.262597255E0,3.988946974E-1,6.499601007E-1,-1.681252599E0,1.846124431E0
1.264810015E0,4.098902643E-1,5.632173419E-1,-1.620166063E0,1.763565104E0
1.267022776E0,4.208858311E-1,4.813614488E-1,-1.566410065E0,1.691890723E0
1.269235588E0,4.331031144E-1,4.007273018E-1,-1.518762589E0,1.629355848E0
1.271448401E0,4.453204274E-1,3.237583339E-1,-1.477223754E0,1.576489696E0
1.273661161E0,4.599811733E-1,2.516762912E-1,-1.441793561E0,1.534174797E0
1.275873973E0,4.758636653E-1,1.808159798E-1,-1.416137218E0,1.504853903E0
1.278086786E0,4.941896200E-1,1.062904745E-1,-1.399033070E0,1.487553218E0
1.280299546E0,5.112938285E-1,3.420842811E-2,-1.386815786E0,1.478461911E0
1.282512307E0,5.308414698E-1,-4.886918142E-2,-1.385594010E0,1.484604871E0
1.284725119E0,5.491674542E-1,-1.343902498E-1,-1.395367861E0,1.505555412E0
1.286937932E0,5.662716627E-1,-2.211330533E-1,-1.407585144E0,1.533251239E0
1.289150692E0,5.833758712E-1,-3.054323792E-1,-1.428354621E0,1.572836059E0
1.291363505E0,5.980366468E-1,-3.872882724E-1,-1.455232620E0,1.620290720E0
1.293576317E0,6.114756465E-1,-4.557051361E-1,-1.483332396E0,1.667886277E0
1.295789078E0,6.236929297E-1,-5.131264329E-1,-1.518762589E0,1.720154472E0
1.298001890E0,6.322450638E-1,-5.583304167E-1,-1.554192662E0,1.768327319E0
1.300214651E0,6.383537054E-1,-5.913171172E-1,-1.590844631E0,1.813267224E0
1.302427463E0,6.395754218E-1,-6.096430421E-1,-1.627496481E0,1.851881787E0
1.304640223E0,6.407971382E-1,-6.169734001E-1,-1.660483241E0,1.883741421E0
1.306853036E0,6.371319890E-1,-6.194168925E-1,-1.694691658E0,1.913529272E0
1.309065848E0,6.334667802E-1,-6.169734001E-1,-1.725234866E0,1.938652027E0
1.311278609E0,6.261364222E-1,-6.120865345E-1,-1.752112865E0,1.958723114E0
1.313491421E0,6.139190793E-1,-6.023126841E-1,-1.776547551E0,1.973777699E0
1.315704182E0,6.004800797E-1,-5.900954008E-1,-1.796095133E0,1.983619579E0
1.317916994E0,5.845975876E-1,-5.766563416E-1,-1.808312416E0,1.986021317E0
1.320129807E0,5.613847375E-1,-5.595521331E-1,-1.818086267E0,1.983352991E0
1.322342619E0,5.381718874E-1,-5.400044918E-1,-1.822973251E0,1.975971990E0
1.324555380E0,5.125155449E-1,-5.143481493E-1,-1.821751475E0,1.961123311E0
1.326771109E0,4.831940532E-1,-4.862483740E-1,-1.818086267E0,1.943026414E0
1.328980953E0,4.538725317E-1,-4.557051361E-1,-1.808312416E0,1.919286649E0
1.331193765E0,4.196641147E-1,-4.214966893E-1,-1.792429924E0,1.888539769E0
1.333406526E0,3.891208768E-1,-3.836230934E-1,-1.777769208E0,1.859850825E0
1.335619338E0,3.561341763E-1,-3.469711840E-1,-1.755778074E0,1.824822512E0
1.337832151E0,3.243691921E-1,-3.139844835E-1,-1.736230373E0,1.793961409E0
1.340044911E0,2.901607752E-1,-2.834412456E-1,-1.715461016E0,1.762764508E0
1.342257671E0,2.510654330E-1,-2.553414702E-1,-1.693469882E0,1.730916913E0
1.344470484E0,2.144135386E-1,-2.321286201E-1,-1.672700524E0,1.702287845E0
1.346683296E0,1.777616441E-1,-2.162461281E-1,-1.653152823E0,1.676685972E0
